"Year","StationId","Station.Sampled","Primary","Av_ShtLt","Av_ShtLn","Doy","Date","Lat","Lon","DAvWh"
2022,55,0,"VIIj_Medium",51.6766666666667,-10.4727777777778,321,2022-11-17,51.6660810810811,-10.4833883161512,3.66045618222946
2012,56,0,"VIIj_Coast",51.6851818181818,-10.2272727272727,323,2012-11-18,51.6909845559846,-10.2341786941581,3.28829716416297
2013,56,1,"VIIj_Coast",51.6851818181818,-10.2272727272727,323,2013-11-19,51.6909845559846,-10.2341786941581,2.4313002516356
2014,56,0,"VIIj_Coast",51.6851818181818,-10.2272727272727,327,2014-11-23,51.6909845559846,-10.2341786941581,3.12096388293124
2015,56,0,"VIIj_Coast",51.6851818181818,-10.2272727272727,325,2015-11-21,51.6909845559846,-10.2341786941581,2.64908468288221
2016,56,1,"VIIj_Coast",51.6851818181818,-10.2272727272727,343,2016-12-08,51.6909845559846,-10.2341786941581,2.68554937194949
2017,56,0,"VIIj_Coast",51.6851818181818,-10.2272727272727,323,2017-11-19,51.6909845559846,-10.2341786941581,1.82273730186739
2018,56,0,"VIIj_Coast",51.6851818181818,-10.2272727272727,343,2018-12-09,51.6909845559846,-10.2341786941581,NA
2019,56,0,"VIIj_Coast",51.6851818181818,-10.2272727272727,327,2019-11-23,51.6909845559846,-10.2341786941581,1.33351936356328
2020,56,1,"VIIj_Coast",51.6851818181818,-10.2272727272727,327,2020-11-22,51.6909845559846,-10.2341786941581,2.93005540855623
2021,56,1,"VIIj_Coast",51.6851818181818,-10.2272727272727,325,2021-11-21,51.6909845559846,-10.2341786941581,1.94206884649608
2022,56,1,"VIIj_Coast",51.6851818181818,-10.2272727272727,323,2022-11-19,51.6909845559846,-10.2341786941581,3.24127010103292
2012,58,1,"VIIj_Deep",51.6063333333333,-11.1087333333333,322,2012-11-17,51.6162741312741,-11.106412371134,4.12926214714259
2013,58,1,"VIIj_Deep",51.6063333333333,-11.1087333333333,322,2013-11-18,51.6162741312741,-11.106412371134,2.84401711196475
2014,58,0,"VIIj_Deep",51.6063333333333,-11.1087333333333,327,2014-11-23,51.6162741312741,-11.106412371134,3.8401056238125
2015,58,0,"VIIj_Deep",51.6063333333333,-11.1087333333333,324,2015-11-20,51.6162741312741,-11.106412371134,3.14641330568254
2016,58,1,"VIIj_Deep",51.6063333333333,-11.1087333333333,333,2016-11-28,51.6162741312741,-11.106412371134,2.88488496173072
2017,58,1,"VIIj_Deep",51.6063333333333,-11.1087333333333,314,2017-11-10,51.6162741312741,-11.106412371134,3.70951862689672
2018,58,1,"VIIj_Deep",51.6063333333333,-11.1087333333333,326,2018-11-22,51.6162741312741,-11.106412371134,3.59612239796483
2019,58,0,"VIIj_Deep",51.6063333333333,-11.1087333333333,325,2019-11-21,51.6162741312741,-11.106412371134,3.35821010260897
2020,58,1,"VIIj_Deep",51.6063333333333,-11.1087333333333,322,2020-11-17,51.6162741312741,-11.106412371134,4.3573710385882
2021,58,0,"VIIj_Deep",51.6063333333333,-11.1087333333333,324,2021-11-20,51.6162741312741,-11.106412371134,2.53448077481114
2022,58,0,"VIIj_Deep",51.6063333333333,-11.1087333333333,323,2022-11-19,51.6162741312741,-11.106412371134,4.01517699534856
2012,59,1,"VIIj_Deep",51.4677142857143,-10.8055,343,2012-12-08,51.4668532818533,-10.8073608247423,2.23380013311979
2013,59,1,"VIIj_Deep",51.4677142857143,-10.8055,322,2013-11-18,51.4668532818533,-10.8073608247423,2.83200575482395
2014,59,1,"VIIj_Deep",51.4677142857143,-10.8055,342,2014-12-08,51.4668532818533,-10.8073608247423,5.32509876485549
2015,59,1,"VIIj_Deep",51.4677142857143,-10.8055,322,2015-11-18,51.4668532818533,-10.8073608247423,NA
2016,59,1,"VIIj_Deep",51.4677142857143,-10.8055,333,2016-11-28,51.4668532818533,-10.8073608247423,2.83035263409064
2017,59,0,"VIIj_Deep",51.4677142857143,-10.8055,324,2017-11-20,51.4668532818533,-10.8073608247423,3.26474865685858
2018,59,0,"VIIj_Deep",51.4677142857143,-10.8055,328,2018-11-24,51.4668532818533,-10.8073608247423,1.37561821142555
2019,59,0,"VIIj_Deep",51.4677142857143,-10.8055,333,2019-11-29,51.4668532818533,-10.8073608247423,1.83428998752652
2020,59,1,"VIIj_Deep",51.4677142857143,-10.8055,322,2020-11-17,51.4668532818533,-10.8073608247423,4.25955621029876
2021,59,1,"VIIj_Deep",51.4677142857143,-10.8055,326,2021-11-22,51.4668532818533,-10.8073608247423,2.21199859575144
2022,59,1,"VIIj_Deep",51.4677142857143,-10.8055,335,2022-12-01,51.4668532818533,-10.8073608247423,3.38756182645175
2012,61,0,"VIIj_Deep",50.8453076923077,-10.8685384615385,320,2012-11-15,50.8442664092664,-10.8572027491409,NA
2013,61,1,"VIIj_Deep",50.8453076923077,-10.8685384615385,320,2013-11-16,50.8442664092664,-10.8572027491409,NA
2014,61,0,"VIIj_Deep",50.8453076923077,-10.8685384615385,326,2014-11-22,50.8442664092664,-10.8572027491409,3.18669039326321
2015,61,0,"VIIj_Deep",50.8453076923077,-10.8685384615385,333,2015-11-29,50.8442664092664,-10.8572027491409,7.76389086368222
2016,61,1,"VIIj_Deep",50.8453076923077,-10.8685384615385,328,2016-11-23,50.8442664092664,-10.8572027491409,2.24638412938668
2017,61,0,"VIIj_Deep",50.8453076923077,-10.8685384615385,320,2017-11-16,50.8442664092664,-10.8572027491409,NA
2018,61,0,"VIIj_Deep",50.8453076923077,-10.8685384615385,326,2018-11-22,50.8442664092664,-10.8572027491409,3.50025012408311
2019,61,1,"VIIj_Deep",50.8453076923077,-10.8685384615385,323,2019-11-19,50.8442664092664,-10.8572027491409,5.0415015644881
2020,61,0,"VIIj_Deep",50.8453076923077,-10.8685384615385,333,2020-11-28,50.8442664092664,-10.8572027491409,4.29109232886071
2021,61,1,"VIIj_Deep",50.8453076923077,-10.8685384615385,339,2021-12-05,50.8442664092664,-10.8572027491409,4.55515678748176
2022,61,1,"VIIj_Deep",50.8453076923077,-10.8685384615385,335,2022-12-01,50.8442664092664,-10.8572027491409,3.4249756489126
2012,63,1,"VIIj_Deep",50.7170909090909,-10.7368181818182,342,2012-12-07,50.719749034749,-10.7325979381443,3.85749405992516
2013,63,1,"VIIj_Deep",50.7170909090909,-10.7368181818182,320,2013-11-16,50.719749034749,-10.7325979381443,NA
2014,63,0,"VIIj_Deep",50.7170909090909,-10.7368181818182,320,2014-11-16,50.719749034749,-10.7325979381443,3.61973903918837
2015,63,1,"VIIj_Deep",50.7170909090909,-10.7368181818182,325,2015-11-21,50.719749034749,-10.7325979381443,4.1368569323575
2016,63,0,"VIIj_Deep",50.7170909090909,-10.7368181818182,328,2016-11-23,50.719749034749,-10.7325979381443,2.18547767866909
2017,63,1,"VIIj_Deep",50.7170909090909,-10.7368181818182,323,2017-11-19,50.719749034749,-10.7325979381443,2.3091965714577
2018,63,1,"VIIj_Deep",50.7170909090909,-10.7368181818182,330,2018-11-26,50.719749034749,-10.7325979381443,2.60052967618361
2019,63,0,"VIIj_Deep",50.7170909090909,-10.7368181818182,328,2019-11-24,50.719749034749,-10.7325979381443,2.52706466801096
2020,63,0,"VIIj_Deep",50.7170909090909,-10.7368181818182,320,2020-11-15,50.719749034749,-10.7325979381443,NA
2021,63,1,"VIIj_Deep",50.7170909090909,-10.7368181818182,339,2021-12-05,50.719749034749,-10.7325979381443,4.5885711228394
2022,63,0,"VIIj_Deep",50.7170909090909,-10.7368181818182,328,2022-11-24,50.719749034749,-10.7325979381443,NA
2012,64,0,"VIIj_Deep",50.7385,-10.5173333333333,319,2012-11-14,50.7446525096525,-10.5083092783505,NA
2013,64,1,"VIIj_Deep",50.7385,-10.5173333333333,319,2013-11-15,50.7446525096525,-10.5083092783505,NA
2014,64,0,"VIIj_Deep",50.7385,-10.5173333333333,327,2014-11-23,50.7446525096525,-10.5083092783505,3.76402526122452
2015,64,0,"VIIj_Deep",50.7385,-10.5173333333333,344,2015-12-10,50.7446525096525,-10.5083092783505,4.46502910798124
2016,64,1,"VIIj_Deep",50.7385,-10.5173333333333,328,2016-11-23,50.7446525096525,-10.5083092783505,2.1295993658977
2017,64,0,"VIIj_Deep",50.7385,-10.5173333333333,328,2017-11-24,50.7446525096525,-10.5083092783505,NA
2018,64,0,"VIIj_Deep",50.7385,-10.5173333333333,327,2018-11-23,50.7446525096525,-10.5083092783505,2.31909958234309
2019,64,0,"VIIj_Deep",50.7385,-10.5173333333333,344,2019-12-10,50.7446525096525,-10.5083092783505,5.40312456174133
2020,64,0,"VIIj_Deep",50.7385,-10.5173333333333,319,2020-11-14,50.7446525096525,-10.5083092783505,4.9021028967457
2021,64,1,"VIIj_Deep",50.7385,-10.5173333333333,327,2021-11-23,50.7446525096525,-10.5083092783505,1.99700696358175
2022,64,1,"VIIj_Deep",50.7385,-10.5173333333333,344,2022-12-10,50.7446525096525,-10.5083092783505,1.65455588500889
2012,65,0,"VIIj_Deep",50.7497777777778,-9.91555555555555,335.5,2012-11-30,50.7446525096525,-9.91020618556701,NA
2013,65,0,"VIIj_Deep",50.7497777777778,-9.91555555555555,339,2013-12-05,50.7446525096525,-9.91020618556701,NA
2014,65,1,"VIIj_Deep",50.7497777777778,-9.91555555555555,338,2014-12-04,50.7446525096525,-9.91020618556701,3.376742113758
2015,65,1,"VIIj_Deep",50.7497777777778,-9.91555555555555,325,2015-11-21,50.7446525096525,-9.91020618556701,3.84104561087957
2016,65,1,"VIIj_Deep",50.7497777777778,-9.91555555555555,350,2016-12-15,50.7446525096525,-9.91020618556701,4.96392958498692
2017,65,0,"VIIj_Deep",50.7497777777778,-9.91555555555555,339,2017-12-05,50.7446525096525,-9.91020618556701,1.82204586662117
2018,65,0,"VIIj_Deep",50.7497777777778,-9.91555555555555,339,2018-12-05,50.7446525096525,-9.91020618556701,2.97322457657879
2019,65,1,"VIIj_Deep",50.7497777777778,-9.91555555555555,335,2019-12-01,50.7446525096525,-9.91020618556701,2.6655729524865
2020,65,0,"VIIj_Deep",50.7497777777778,-9.91555555555555,339,2020-12-04,50.7446525096525,-9.91020618556701,NA
2021,65,0,"VIIj_Deep",50.7497777777778,-9.91555555555555,339,2021-12-05,50.7446525096525,-9.91020618556701,4.47587903444395
2022,65,1,"VIIj_Deep",50.746,-9.943,345,2022-12-11,50.7446525096525,-9.93512714776632,1.19349249630719
2012,66,1,"VIIj_Deep",50.7525,-9.24825,338,2012-12-03,50.7446525096525,-9.23734020618557,4.23908145701925
2013,66,0,"VIIj_Deep",50.7525,-9.24825,338,2013-12-04,50.7446525096525,-9.23734020618557,NA
2014,66,1,"VIIj_Deep",50.7525,-9.24825,339,2014-12-05,50.7446525096525,-9.23734020618557,4.13681271253707
2015,66,1,"VIIj_Deep",50.7525,-9.24825,326,2015-11-22,50.7446525096525,-9.23734020618557,2.92825689814415
2016,66,1,"VIIj_Deep",50.7525,-9.24825,350,2016-12-15,50.7446525096525,-9.23734020618557,4.63479476442365
2017,66,1,"VIIj_Deep",50.7525,-9.24825,324,2017-11-20,50.7446525096525,-9.23734020618557,2.8423384584996
2018,66,0,"VIIj_Deep",50.7525,-9.24825,337,2018-12-03,50.7446525096525,-9.23734020618557,NA
2019,66,0,"VIIj_Deep",50.7525,-9.24825,338,2019-12-04,50.7446525096525,-9.23734020618557,3.28258602208466
2020,66,0,"VIIj_Deep",50.7525,-9.24825,337,2020-12-02,50.7446525096525,-9.23734020618557,3.1192706275395
2021,66,0,"VIIj_Deep",50.7525,-9.24825,334,2021-11-30,50.7446525096525,-9.23734020618557,2.11024959441051
2022,66,1,"VIIj_Deep",50.7525,-9.24825,345,2022-12-11,50.7446525096525,-9.23734020618557,0.899474200109456
2012,67,1,"VIIj_Coast",51.454375,-9.65475,339,2012-12-04,51.4419498069498,-9.66099656357388,2.1459922515634
2013,67,0,"VIIj_Coast",51.454375,-9.65475,341,2013-12-07,51.4419498069498,-9.66099656357388,NA
2014,67,1,"VIIj_Coast",51.454375,-9.65475,327,2014-11-23,51.4419498069498,-9.66099656357388,1.55981030925556
2015,67,1,"VIIj_Coast",51.454375,-9.65475,343,2015-12-09,51.4419498069498,-9.66099656357388,3.90694659726502
2016,67,1,"VIIj_Coast",51.454375,-9.65475,351,2016-12-16,51.4419498069498,-9.66099656357388,3.30007992689824
2017,67,0,"VIIj_Coast",51.454375,-9.65475,332,2017-11-28,51.4419498069498,-9.66099656357388,NA
2018,67,0,"VIIj_Coast",51.454375,-9.65475,344,2018-12-10,51.4419498069498,-9.66099656357388,2.14389729254273
2019,67,0,"VIIj_Coast",51.454375,-9.65475,334,2019-11-30,51.4419498069498,-9.66099656357388,2.35056040491856
2020,67,1,"VIIj_Coast",51.454375,-9.65475,310,2020-11-05,51.4419498069498,-9.66099656357388,0.798998927431379
2021,67,1,"VIIj_Coast",51.454375,-9.65475,338,2021-12-04,51.4419498069498,-9.66099656357388,2.08869528731623
2022,67,1,"VIIj_Coast",51.454375,-9.65475,346,2022-12-12,51.4419498069498,-9.66099656357388,2.26386092359872
2012,68,1,"VIIj_Medium",51.2493333333333,-9.80416666666667,324,2012-11-19,51.242722007722,-9.81052233676976,4.17943938751906
2013,68,0,"VIIj_Medium",51.2493333333333,-9.80416666666667,331,2013-11-27,51.242722007722,-9.81052233676976,1.89239523715552
2014,68,0,"VIIj_Medium",51.2493333333333,-9.80416666666667,346,2014-12-12,51.242722007722,-9.81052233676976,4.50011586177363
2015,68,0,"VIIj_Medium",51.2493333333333,-9.80416666666667,324,2015-11-20,51.242722007722,-9.81052233676976,2.48221474114807
2016,68,0,"VIIj_Medium",51.2493333333333,-9.80416666666667,331,2016-11-26,51.242722007722,-9.81052233676976,NA
2017,68,0,"VIIj_Medium",51.2493333333333,-9.80416666666667,346,2017-12-12,51.242722007722,-9.81052233676976,NA
2018,68,1,"VIIj_Medium",51.2493333333333,-9.80416666666667,331,2018-11-27,51.242722007722,-9.81052233676976,4.61853801998319
2019,68,0,"VIIj_Medium",51.2493333333333,-9.80416666666667,331,2019-11-27,51.242722007722,-9.81052233676976,3.77374066074188
2020,68,0,"VIIj_Medium",51.2493333333333,-9.80416666666667,346,2020-12-11,51.242722007722,-9.81052233676976,NA
2021,68,0,"VIIj_Medium",51.2493333333333,-9.80416666666667,324,2021-11-20,51.242722007722,-9.81052233676976,2.33290166539226
2022,68,1,"VIIj_Medium",51.2493333333333,-9.80416666666667,346,2022-12-12,51.242722007722,-9.81052233676976,2.99766232172757
2012,69,1,"VIIj_Medium",51.156375,-9.95075,340,2012-12-05,51.1680115830116,-9.96004810996564,3.57448271153691
2013,69,1,"VIIj_Medium",51.156375,-9.95075,307,2013-11-03,51.1680115830116,-9.96004810996564,4.25405438192854
2014,69,0,"VIIj_Medium",51.156375,-9.95075,325,2014-11-21,51.1680115830116,-9.96004810996564,2.27306825234514
2015,69,0,"VIIj_Medium",51.156375,-9.95075,336,2015-12-02,51.1680115830116,-9.96004810996564,4.80649886551304
2016,69,1,"VIIj_Medium",51.156375,-9.95075,327,2016-11-22,51.1680115830116,-9.96004810996564,3.05723888053843
2017,69,0,"VIIj_Medium",51.156375,-9.95075,331,2017-11-27,51.1680115830116,-9.96004810996564,3.07907804377543
2018,69,0,"VIIj_Medium",51.156375,-9.95075,322,2018-11-18,51.1680115830116,-9.96004810996564,4.98249586139625
2019,69,1,"VIIj_Medium",51.156375,-9.95075,336,2019-12-02,51.1680115830116,-9.96004810996564,1.32033948946041
2020,69,0,"VIIj_Medium",51.156375,-9.95075,336,2020-12-01,51.1680115830116,-9.96004810996564,2.16022342480692
2021,69,1,"VIIj_Medium",51.156375,-9.95075,336,2021-12-02,51.1680115830116,-9.96004810996564,3.12443705701115
2022,69,0,"VIIj_Medium",51.156375,-9.95075,331,2022-11-27,51.1680115830116,-9.96004810996564,5.67977739309711
2012,70,1,"VIIj_Medium",51.1299230769231,-9.61430769230769,324,2012-11-19,51.1182046332046,-9.61115463917526,4.18477696340333
2013,70,1,"VIIj_Medium",51.1115,-9.611,307,2013-11-03,51.1182046332046,-9.61115463917526,4.10627242521554
2014,70,1,"VIIj_Medium",51.1299230769231,-9.61430769230769,327,2014-11-23,51.1182046332046,-9.61115463917526,3.35378677213514
2015,70,0,"VIIj_Medium",51.1299230769231,-9.61430769230769,329,2015-11-25,51.1182046332046,-9.61115463917526,3.73396022349937
2016,70,1,"VIIj_Medium",51.1115,-9.611,327,2016-11-22,51.1182046332046,-9.61115463917526,2.79975339979951
2017,70,0,"VIIj_Medium",51.1299230769231,-9.61430769230769,328,2017-11-24,51.1182046332046,-9.61115463917526,NA
2018,70,1,"VIIj_Medium",51.1299230769231,-9.61430769230769,331,2018-11-27,51.1182046332046,-9.61115463917526,4.63184461702269
2019,70,1,"VIIj_Medium",51.1115,-9.611,336,2019-12-02,51.1182046332046,-9.61115463917526,1.21880833376222
2020,70,1,"VIIj_Medium",51.1299230769231,-9.61430769230769,310,2020-11-05,51.1182046332046,-9.61115463917526,2.26723582588081
2021,70,1,"VIIj_Medium",51.1299230769231,-9.61430769230769,336,2021-12-02,51.1182046332046,-9.61115463917526,2.71404724060998
2022,70,0,"VIIj_Medium",51.1299230769231,-9.61430769230769,328.5,2022-11-24,51.1182046332046,-9.61115463917526,NA
2012,71,0,"VIIg_Medium",50.8630833333333,-8.89433333333333,314,2012-11-09,50.8691698841699,-8.88844673539519,NA
2013,71,1,"VIIg_Medium",50.8630833333333,-8.89433333333333,308,2013-11-04,50.8691698841699,-8.88844673539519,3.96647494947625
2014,71,1,"VIIg_Medium",50.8630833333333,-8.89433333333333,339,2014-12-05,50.8691698841699,-8.88844673539519,3.64840550645614
2015,71,0,"VIIg_Medium",50.8630833333333,-8.89433333333333,342,2015-12-08,50.8691698841699,-8.88844673539519,5.41976971580415
2016,71,1,"VIIg_Medium",50.8630833333333,-8.89433333333333,349,2016-12-14,50.8691698841699,-8.88844673539519,3.79306037067643
2017,71,1,"VIIg_Medium",50.8630833333333,-8.89433333333333,336,2017-12-02,50.8691698841699,-8.88844673539519,0.797846829410966
2018,71,1,"VIIg_Medium",50.8630833333333,-8.89433333333333,334,2018-11-30,50.8691698841699,-8.88844673539519,4.2417973760574
2019,71,1,"VIIg_Medium",50.8630833333333,-8.89433333333333,334,2019-11-30,50.8691698841699,-8.88844673539519,3.29264522167434
2020,71,1,"VIIg_Medium",50.8630833333333,-8.89433333333333,323,2020-11-18,50.8691698841699,-8.88844673539519,3.98645644432652
2021,71,0,"VIIg_Medium",50.8630833333333,-8.89433333333333,330,2021-11-26,50.8691698841699,-8.88844673539519,3.6610247566499
2022,71,1,"VIIg_Medium",50.8630833333333,-8.89433333333333,345,2022-12-11,50.8691698841699,-8.88844673539519,0.845561259613881
2012,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,330,2012-11-25,50.6201351351351,-8.9133676975945,2.82779333265311
2013,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,305,2013-11-01,50.6201351351351,-8.9133676975945,4.2462257172341
2014,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,339,2014-12-05,50.6201351351351,-8.9133676975945,3.93153646816114
2015,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,327,2015-11-23,50.6201351351351,-8.9133676975945,2.13563836519347
2016,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,344,2016-12-09,50.6201351351351,-8.9133676975945,4.26656950137337
2017,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,329,2017-11-25,50.6201351351351,-8.9133676975945,2.54285427418347
2018,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,334,2018-11-30,50.6201351351351,-8.9133676975945,4.42045663068695
2019,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,325,2019-11-21,50.6201351351351,-8.9133676975945,3.49044819482168
2020,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,325,2020-11-20,50.6201351351351,-8.9133676975945,2.60085141818798
2021,72,1,"VIIg_Medium",50.6197222222222,-8.90177777777778,328,2021-11-24,50.6201351351351,-8.9133676975945,1.74760072059487
2022,72,0,"VIIg_Medium",50.6197222222222,-8.90177777777778,320,2022-11-16,50.6201351351351,-8.9133676975945,4.78983082554397
2012,73,1,"VIIg_Medium",50.565,-8.61005,330,2012-11-25,50.5703281853282,-8.61431615120275,2.77719209395759
2013,73,1,"VIIg_Medium",50.565,-8.61005,305,2013-11-01,50.5703281853282,-8.61431615120275,4.10694893855687
2014,73,1,"VIIg_Medium",50.565,-8.61005,339,2014-12-05,50.5703281853282,-8.61431615120275,3.77973023043703
2015,73,1,"VIIg_Medium",50.565,-8.61005,327,2015-11-23,50.5703281853282,-8.61431615120275,2.02978023192443
2016,73,1,"VIIg_Medium",50.565,-8.61005,344,2016-12-09,50.5703281853282,-8.61431615120275,4.20829944049835
2017,73,1,"VIIg_Medium",50.565,-8.61005,329,2017-11-25,50.5703281853282,-8.61431615120275,2.47528432733641
2018,73,1,"VIIg_Medium",50.565,-8.61005,334,2018-11-30,50.5703281853282,-8.61431615120275,4.32964633717007
2019,73,1,"VIIg_Medium",50.565,-8.61005,325,2019-11-21,50.5703281853282,-8.61431615120275,3.44777501544956
2020,73,1,"VIIg_Medium",50.565,-8.61005,324,2020-11-19,50.5703281853282,-8.61431615120275,3.25185231606337
2021,73,1,"VIIg_Medium",50.565,-8.61005,329,2021-11-25,50.5703281853282,-8.61431615120275,3.06030175398918
2022,73,1,"VIIg_Medium",50.565,-8.61005,333,2022-11-29,50.5703281853282,-8.61431615120275,2.78163701521376
2012,74,0,"VIIg_Medium",50.7166363636364,-8.45990909090909,336,2012-12-01,50.719749034749,-8.46479037800687,2.39428281024605
2013,74,0,"VIIg_Medium",50.7166363636364,-8.45990909090909,338,2013-12-04,50.719749034749,-8.46479037800687,NA
2014,74,1,"VIIg_Medium",50.7166363636364,-8.45990909090909,340,2014-12-06,50.719749034749,-8.46479037800687,NA
2015,74,1,"VIIg_Medium",50.7166363636364,-8.45990909090909,327,2015-11-23,50.719749034749,-8.46479037800687,1.81527740520518
2016,74,1,"VIIg_Medium",50.7166363636364,-8.45990909090909,349,2016-12-14,50.719749034749,-8.46479037800687,3.7772660824421
2017,74,1,"VIIg_Medium",50.7166363636364,-8.45990909090909,329,2017-11-25,50.719749034749,-8.46479037800687,2.36925702523488
2018,74,1,"VIIg_Medium",50.7166363636364,-8.45990909090909,334,2018-11-30,50.719749034749,-8.46479037800687,4.2125245746474
2019,74,1,"VIIg_Medium",50.7166363636364,-8.45990909090909,325,2019-11-21,50.719749034749,-8.46479037800687,3.4209131889753
2020,74,1,"VIIg_Medium",50.7166363636364,-8.45990909090909,311,2020-11-06,50.719749034749,-8.46479037800687,2.94471382221278
2021,74,1,"VIIg_Medium",50.7166363636364,-8.45990909090909,329,2021-11-25,50.719749034749,-8.46479037800687,2.81881495173703
2022,74,0,"VIIg_Medium",50.7166363636364,-8.45990909090909,338,2022-12-04,50.719749034749,-8.46479037800687,NA
2012,75,1,"VIIg_Medium",50.746,-8.22671428571429,329,2012-11-24,50.7446525096525,-8.21558075601375,2.60352602487438
2013,75,0,"VIIg_Medium",50.746,-8.22671428571429,327,2013-11-23,50.7446525096525,-8.21558075601375,NA
2014,75,0,"VIIg_Medium",50.746,-8.22671428571429,327,2014-11-23,50.7446525096525,-8.21558075601375,2.97111613697315
2015,75,1,"VIIg_Medium",50.746,-8.22671428571429,327,2015-11-23,50.7446525096525,-8.21558075601375,1.68759063818718
2016,75,1,"VIIg_Medium",50.746,-8.22671428571429,325,2016-11-20,50.7446525096525,-8.21558075601375,2.67275823967038
2017,75,1,"VIIg_Medium",50.746,-8.22671428571429,329,2017-11-25,50.7446525096525,-8.21558075601375,2.31254699322448
2018,75,0,"VIIg_Medium",50.746,-8.22671428571429,329,2018-11-25,50.7446525096525,-8.21558075601375,2.02775540048047
2019,75,1,"VIIg_Medium",50.746,-8.22671428571429,326,2019-11-22,50.7446525096525,-8.21558075601375,2.01821014512722
2020,75,0,"VIIg_Medium",50.746,-8.22671428571429,327,2020-11-22,50.7446525096525,-8.21558075601375,2.71201855986438
2021,75,0,"VIIg_Medium",50.746,-8.22671428571429,327,2021-11-23,50.7446525096525,-8.21558075601375,1.30757451211404
2022,75,1,"VIIg_Medium",50.746,-8.22671428571429,347,2022-12-13,50.7446525096525,-8.21558075601375,3.91523210995821
2012,76,1,"VIIg_Medium",50.6362,-8.24606666666667,329,2012-11-24,50.6450386100386,-8.24050171821306,2.70437142331366
2013,76,1,"VIIg_Medium",50.6362,-8.24606666666667,305,2013-11-01,50.6450386100386,-8.24050171821306,3.7420564489373
2014,76,1,"VIIg_Medium",50.6362,-8.24606666666667,337,2014-12-03,50.6450386100386,-8.24050171821306,2.63566828464302
2015,76,0,"VIIg_Medium",50.6362,-8.24606666666667,313,2015-11-09,50.6450386100386,-8.24050171821306,NA
2016,76,0,"VIIg_Medium",50.6362,-8.24606666666667,328,2016-11-23,50.6450386100386,-8.24050171821306,1.78838418206942
2017,76,0,"VIIg_Medium",50.6362,-8.24606666666667,321,2017-11-17,50.6450386100386,-8.24050171821306,1.83843774406026
2018,76,0,"VIIg_Medium",50.6362,-8.24606666666667,324,2018-11-20,50.6450386100386,-8.24050171821306,NA
2019,76,0,"VIIg_Medium",50.6362,-8.24606666666667,326,2019-11-22,50.6450386100386,-8.24050171821306,2.0549488890824
2020,76,1,"VIIg_Medium",50.6362,-8.24606666666667,311,2020-11-06,50.6450386100386,-8.24050171821306,2.91603304311421
2021,76,1,"VIIg_Medium",50.6362,-8.24606666666667,329,2021-11-25,50.6450386100386,-8.24050171821306,2.85969722624964
2022,76,0,"VIIg_Medium",50.6362,-8.24606666666667,321,2022-11-17,50.6450386100386,-8.24050171821306,3.67196530639316
2012,78,1,"VIIg_Medium",50.6475384615385,-7.30730769230769,329,2012-11-24,50.6450386100386,-7.31842611683849,2.54126916271218
2013,78,1,"VIIg_Medium",50.6475384615385,-7.30730769230769,304,2013-10-31,50.6450386100386,-7.31842611683849,2.90422135188146
2014,78,0,"VIIg_Medium",50.6475384615385,-7.30730769230769,327,2014-11-23,50.6450386100386,-7.31842611683849,2.76344543711877
2015,78,1,"VIIg_Medium",50.6475384615385,-7.30730769230769,337,2015-12-03,50.6450386100386,-7.31842611683849,3.7655701396479
2016,78,1,"VIIg_Medium",50.6475384615385,-7.30730769230769,325,2016-11-20,50.6450386100386,-7.31842611683849,2.73534946421511
2017,78,0,"VIIg_Medium",50.6475384615385,-7.30730769230769,324,2017-11-20,50.6450386100386,-7.31842611683849,2.52027814956036
2018,78,0,"VIIg_Medium",50.6475384615385,-7.30730769230769,320,2018-11-16,50.6450386100386,-7.31842611683849,3.39635688030425
2019,78,1,"VIIg_Medium",50.6475384615385,-7.30730769230769,326,2019-11-22,50.6450386100386,-7.31842611683849,2.01215502516732
2020,78,1,"VIIg_Medium",50.6475384615385,-7.30730769230769,324,2020-11-19,50.6450386100386,-7.31842611683849,3.20577617869032
2021,78,0,"VIIg_Medium",50.6475384615385,-7.30730769230769,332,2021-11-28,50.6450386100386,-7.31842611683849,2.25335861635043
2022,78,0,"VIIg_Medium",50.6475384615385,-7.30730769230769,326,2022-11-22,50.6450386100386,-7.31842611683849,NA
2012,79,1,"VIIg_Coast",51.6221052631579,-8.25415789473684,334,2012-11-29,51.6162741312741,-8.26542268041237,0.566758678171895
2013,79,1,"VIIg_Coast",51.6221052631579,-8.25415789473684,313,2013-11-09,51.6162741312741,-8.26542268041237,1.34550448063805
2014,79,1,"VIIg_Coast",51.6221052631579,-8.25415789473684,328,2014-11-24,51.6162741312741,-8.26542268041237,1.04404329403377
2015,79,1,"VIIg_Coast",51.6221052631579,-8.25415789473684,328,2015-11-24,51.6162741312741,-8.26542268041237,1.21072243909869
